SNo,Time,Size,Iterations,Count
491,0.032446,98100,3951468,98100
492,0.035936,98300,4213210,98300
493,0.032684,98500,3990710,98500
494,0.033215,98700,3949808,98700
495,0.033466,98900,4268020,98900
496,0.033756,99100,4098078,99100
497,0.03411,99300,4219006,99300
498,0.032339,99500,3989828,99500
499,0.033263,99700,4241260,99700
500,0.032286,99900,4198132,99900
501,0.035363,100100,4096756,100100
502,0.035031,100300,4330906,100300
503,0.034199,100500,4224912,100500
504,0.032908,100700,4079622,100700
505,0.033156,100900,4045378,100900
506,0.034626,101100,4281334,101100
507,0.034308,101300,4090590,101300
508,0.03477,101500,4257704,101500
509,0.034567,101700,4329742,101700
510,0.034642,101900,4357252,101900
511,0.034163,102100,4158754,102100
512,0.034545,102300,4141864,102300
513,0.034667,102500,4290530,102500
514,0.033704,102700,4261276,102700
515,0.035067,102900,4336592,102900
516,0.033945,103100,4049852,103100
517,0.034438,103300,4228364,103300
518,0.033606,103500,4187982,103500
519,0.034482,103700,4218596,103700
520,0.034412,103900,4252784,103900
521,0.034864,104100,4214664,104100
522,0.036316,104300,4443866,104300
523,0.03535,104500,4375092,104500
524,0.034744,104700,4324780,104700
525,0.034618,104900,4226534,104900
526,0.035998,105100,4585484,105100
527,0.034374,105300,4313582,105300
528,0.034709,105500,4175550,105500
529,0.035186,105700,4253088,105700
530,0.034881,105900,4290968,105900
531,0.035473,106100,4427736,106100
532,0.035732,106300,4398174,106300
533,0.035472,106500,4365764,106500
534,0.035035,106700,4441764,106700
535,0.036011,106900,4524002,106900
536,0.035555,107100,4420326,107100
537,0.037637,107300,4934582,107300
538,0.035276,107500,4311270,107500
539,0.037249,107700,4734844,107700
540,0.035897,107900,4351128,107900
541,0.03612,108100,4603034,108100
542,0.036147,108300,4629158,108300
543,0.035519,108500,4480256,108500
544,0.036753,108700,4537010,108700
545,0.037271,108900,4905186,108900
546,0.035835,109100,4574544,109100
547,0.036438,109300,4464470,109300
548,0.03785,109500,4630700,109500
549,0.037498,109700,4569096,109700
550,0.038083,109900,4548706,109900
551,0.038057,110100,4701210,110100
552,0.037032,110300,4642436,110300
553,0.036072,110500,4476700,110500
554,0.036366,110700,4433172,110700
555,0.038307,110900,4625176,110900
556,0.039136,111100,4716158,111100
557,0.036518,111300,4444530,111300
558,0.037379,111500,4590614,111500
559,0.037163,111700,4867460,111700
560,0.039418,111900,4656979,56109
561,0.039254,112100,4856036,112100
562,0.03677,112300,4515900,112300
563,0.037402,112500,4794054,112500
564,0.037663,112700,4651666,112700
565,0.037854,112900,4844060,112900
566,0.039485,113100,4731642,113100
567,0.039085,113300,5236720,113300
568,0.03802,113500,4993862,113500
569,0.038155,113700,4818618,113700
570,0.038205,113900,4603634,113900
571,0.038469,114100,4729456,114100
572,0.037816,114300,4662054,114300
573,0.039229,114500,4760998,114500
574,0.040509,114700,4820830,114700
575,0.039235,114900,4754624,114900
576,0.040087,115100,4943362,115100
577,0.037469,115300,4551600,115300
578,0.040818,115500,4853084,115500
579,0.03933,115700,4885166,115700
580,0.038727,115900,4724048,115900
581,0.04091,116100,5086936,116100
582,0.037754,116300,4915380,116300
583,0.038905,116500,4741744,116500
584,0.039358,116700,4908108,116700
585,0.040087,116900,5195792,116900
586,0.038941,117100,4788450,117100
587,0.038737,117300,4885172,117300
588,0.040263,117500,5025792,117500
589,0.039434,117700,4872124,117700
590,0.040186,117900,5083902,117900
591,0.039339,118100,5093592,118100
592,0.041718,118300,5124684,118300
593,0.040312,118500,4827918,118500
594,0.039583,118700,4806834,118700
595,0.039055,118900,5168982,118900
596,0.040006,119100,4968958,119100
597,0.040683,119300,4921050,119300
598,0.040267,119500,4874206,119500
599,0.041042,119700,4796288,119700
600,0.041627,119900,5135112,119900
601,0.042094,120100,5092015,60103
602,0.040733,120300,5000498,120300
603,0.041479,120500,5066772,120500
604,0.041572,120700,5111600,120700
605,0.040477,120900,5004784,120900
606,0.043335,121100,5154130,121100
607,0.042021,121300,5246994,121300
608,0.041094,121500,5014032,121500
609,0.042555,121700,5205122,121700
610,0.042968,121900,5078736,121900
611,0.046699,122100,4852808,122100
612,0.043081,122300,5134266,122300
613,0.042163,122500,5065714,122500
614,0.041683,122700,5185140,122700
615,0.042062,122900,5348358,122900
616,0.040711,123100,5082496,123100
617,0.042174,123300,5185724,123300
618,0.043974,123500,5349554,123500
619,0.044298,123700,5337784,123700
620,0.049228,123900,5433019,62184
621,0.043012,124100,5182424,124100
622,0.044328,124300,5098848,124300
623,0.046382,124500,5348674,124500
624,0.042201,124700,5088524,124700
625,0.041504,124900,5058896,124900
626,0.044132,125100,5350684,125100
627,0.043162,125300,5069470,125300
628,0.046508,125500,5426882,125500
629,0.04618,125700,5226658,125700
630,0.046816,125900,5445822,125900
631,0.044624,126100,5180798,126100
632,0.043849,126300,5407078,126300
633,0.044971,126500,5175528,126500
634,0.052809,126700,5458934,126700
635,0.044057,126900,5238894,126900
636,0.04534,127100,5309942,127100
637,0.046326,127300,5213770,127300
638,0.043619,127500,5219808,127500
639,0.050232,127700,5460726,127700
640,0.043588,127900,5280302,127900
641,0.042872,128100,5355108,128100
642,0.045106,128300,5301874,128300
643,0.044136,128500,5486910,128500
644,0.044341,128700,5323176,128700
645,0.045116,128900,5557994,128900
646,0.043842,129100,5307466,129100
647,0.043376,129300,5525104,129300
648,0.046948,129500,5492686,129500
649,0.04492,129700,5378032,129700
650,0.045242,129900,5478110,129900
651,0.045683,130100,5494954,130100
652,0.046535,130300,5575372,130300
653,0.045228,130500,5563750,130500
654,0.045189,130700,5546586,130700
655,0.045641,130900,5593644,130900
656,0.045403,131100,6317510,131100
657,0.049966,131300,5763076,131300
658,0.045013,131500,5519128,131500
659,0.051158,131700,5792010,131700
660,0.047498,131900,5401876,131900
661,0.047158,132100,5585414,132100
662,0.043889,132300,5433068,132300
663,0.051487,132500,5587682,132500
664,0.047467,132700,5580366,132700
665,0.046916,132900,5814044,132900
666,0.047156,133100,5642372,133100
667,0.045659,133300,5668942,133300
668,0.047354,133500,5520472,133500
669,0.048129,133700,5663250,133700
670,0.047767,133900,5777444,133900
671,0.046486,134100,5699202,134100
672,0.046919,134300,5689032,134300
673,0.047794,134500,5517182,134500
674,0.048242,134700,5376712,134700
675,0.045246,134900,5730304,134900
676,0.048166,135100,5582408,135100
677,0.047278,135300,5791646,135300
678,0.047722,135500,6001936,135500
679,0.050449,135700,5826122,135700
680,0.048336,135900,5917084,135900
681,0.049579,136100,5827380,136100
682,0.046257,136300,5656268,136300
683,0.048546,136500,5784694,136500
684,0.048735,136700,6026622,136700
685,0.052734,136900,5904554,136900
686,0.048749,137100,6008442,137100
687,0.048878,137300,5805316,137300
688,0.049292,137500,5907112,137500
689,0.048597,137700,5691934,137700
690,0.046924,137900,5832232,137900
691,0.050389,138100,6209406,138100
692,0.053012,138300,6237156,138300
693,0.048864,138500,5803398,138500
694,0.048092,138700,5907784,138700
695,0.048621,138900,6272580,138900
696,0.053369,139100,6709290,139100
697,0.047272,139300,5794542,139300
698,0.047237,139500,5902988,139500
699,0.048378,139700,6241400,139700
700,0.050456,139900,5936386,139900
701,0.051354,140100,5745688,140100
702,0.05237,140300,6162086,140300
703,0.049312,140500,5856030,140500
704,0.04934,140700,6016816,140700
705,0.048385,140900,5933018,140900
706,0.047206,141100,6028034,141100
707,0.050199,141300,6058156,141300
708,0.05069,141500,6383358,141500
709,0.048218,141700,6076054,141700
710,0.049005,141900,6079992,141900
711,0.04907,142100,6339268,142100
712,0.048809,142300,6304794,142300
713,0.047078,142500,6008072,142500
714,0.051356,142700,6460190,142700
715,0.048913,142900,5961438,142900
716,0.050589,143100,6199606,143100
717,0.053936,143300,6452604,143300
718,0.049986,143500,6269558,143500
719,0.049403,143700,5981010,143700
720,0.050822,143900,6288074,143900
721,0.04937,144100,5976528,144100
722,0.049748,144300,5929662,144300
723,0.049485,144500,6129914,144500
724,0.05063,144700,6286332,144700
725,0.051123,144900,6186796,144900
726,0.050241,145100,6004482,145100
727,0.05009,145300,6297148,145300
728,0.048772,145500,6060832,145500
729,0.050811,145700,6034052,145700
730,0.050028,145900,6074310,145900
731,0.0516,146100,6324124,146100
732,0.051314,146300,6384896,146300
733,0.051232,146500,6213524,146500
734,0.051906,146700,6100300,146700
735,0.052743,146900,6187596,146900
